id,date,ticker,tweet,word_count_raw,clean_text,word_count_clean
100280,23/01/2020,BA,$BA WAIT UNTIL THE NEW CEO ANNOUNCES DIVIDED CUT.. 😂,10,ba wait until the new ceo announces divided cut,9
100281,23/01/2020,AAPL,"$AAPL Alright 320, if we don't get ya tomorrow the ER is right around the corner. We'll get ya soon one way or another ✌️",25,aapl alright if we dont get ya tomorrow the er is right around the corner well get ya soon one way or another,23
100282,23/01/2020,TSLA,"$TSLA please drop 10% tomorrow, I want in! 😂",9,tsla please drop tomorrow i want in,7
100283,23/01/2020,BA,$BA flight was postponed tomorrow. That was the only bullish event for tomorrow. Expecting bleeding towards 300 now 🎯,19,ba flight was postponed tomorrow that was the only bullish event for tomorrow expecting bleeding towards now,17
100284,23/01/2020,AAPL,$AAPL  wonder if it’s time to unload 🧐,9,aapl wonder if its time to unload,7
100285,23/01/2020,V,$V turned out to be a spectacular call 😜,9,v turned out to be a spectacular call,8
100286,23/01/2020,TSLA,$TSLA Tesla’s Growing fleet is getting safer even without autopilot 🍷🍀🚀👍,11,tsla teslas growing fleet is getting safer even without autopilot,10
100287,23/01/2020,TSLA,$TSLA literally at this moment doing a Fortnite dance..Flossing🤑,9,tsla literally at this moment doing a fortnite danceflossing,9
100288,23/01/2020,BA,$BA no fly till July now Coronavirus 🐻,8,ba no fly till july now coronavirus,7
100289,23/01/2020,AAPL,$AAPL I bought for 319.90 ..I still have longgg way to go 👽,13,aapl i bought for i still have longgg way to go,11
100290,23/01/2020,V,$V Its a healthy pullback But Visa is a money making machine.  It will bounce back soon enough.  😉🤑😊,21,v its a healthy pullback but visa is a money making machine it will bounce back soon enough,18
100291,23/01/2020,TSLA,$TSLA cheap calls for the afternoon pump. 😁,8,tsla cheap calls for the afternoon pump,7
100292,23/01/2020,BA,"$BA they gave bulls one day of optimism this week, tmw its a wrap into ER...Bears sitting back eating popcorn enjoying the show 😂😂😂",24,ba they gave bulls one day of optimism this week tmw its a wrap into erbears sitting back eating popcorn enjoying the show,23
100293,23/01/2020,TSLA,"$TSLA man it sucks how every time Tesla drops, it never recovers...such a blood bath 🙄",16,tsla man it sucks how every time tesla drops it never recoverssuch a blood bath,15
100294,23/01/2020,TSLA,$TSLA Lot of bears posting with bullish flags today..  🤷‍♂️,11,tsla lot of bears posting with bullish flags today,9
100295,23/01/2020,BA,"$BA now we all know when 737 Max will recertify, smart money has priced in based on that and buying left and right, Bears 🐻 before too late, you should join the bulls party.",34,ba now we all know when max will recertify smart money has priced in based on that and buying left and right bears before too late you should join the bulls party,32
100296,23/01/2020,NFLX,$NFLX Bought 23 $345 1/24 Calls for $0.42 yesterday. They were worth $7.00 on today's close 🤑,17,nflx bought calls for yesterday they were worth on todays close,11
100297,24/01/2020,TSLA,$TSLA if Elon mentions or hinting of some sort of future buy back program I can assure everyone that Tesla will squeeze every short seller for good. 🍷🍀🚀🤗🙏,28,tsla if elon mentions or hinting of some sort of future buy back program i can assure everyone that tesla will squeeze every short seller for good,27
100298,24/01/2020,TSLA,$TSLA 🐻 are about to go down again,8,tsla are about to go down again,7
100299,24/01/2020,SBUX,$SBUX,2,sbux,1
100300,24/01/2020,AMZN,$AMZN we may get close but $1200 before $2000. 😂,10,amzn we may get close but before,7
100301,24/01/2020,TSLA,"$TSLA Turn the machines back on! Turn the machines back on (sorry, couldn't resist) 🤔",15,tsla turn the machines back on turn the machines back on sorry couldnt resist,14
100302,24/01/2020,NFLX,$NFLX Very nice to see this ticker get its mojo back😊,11,nflx very nice to see this ticker get its mojo back,11
100303,24/01/2020,TSLA,$TSLA time to RISE and FLEX 💪🏼,7,tsla time to rise and flex,6
100304,24/01/2020,TSLA,$TSLA time to make all the 🐻 as panda 🐼,10,tsla time to make all the as panda,8
100305,24/01/2020,DIS,$DIS 😂 those who bought PUTS your welcome!!,8,dis those who bought puts your welcome,7
100306,24/01/2020,BABA,$BABA deliveries are going to drop. Very sad 😞,9,baba deliveries are going to drop very sad,8
100307,24/01/2020,AAPL,$AAPL knew I should’ve bought 20!! 🤦🏻‍♂️,7,aapl knew i shouldve bought,5
100308,24/01/2020,TSLA,$TSLA lol its so obvious what happened. Tesla pulled forward deliveries from Q1 Of this year-into Q4 of last year. look at Europe data 😂 elon knew if they missed that 360k target they were boned. First quarter sales going to get wrecked.,43,tsla lol its so obvious what happened tesla pulled forward deliveries from q of this yearinto q of last year look at europe data elon knew if they missed that k target they were boned first quarter sales going to get wrecked,42
100309,25/01/2020,BA,"$BA holy, successful flight tomorrow, good earnings next week 😂 this thing is going to fly !",17,ba holy successful flight tomorrow good earnings next week this thing is going to fly,15
100310,25/01/2020,TSLA,$TSLA GoFundMe will be down after BAGHOLDERS and NOOBS buying the ATH in this PIG while Markets Crashing 👋 Adios,20,tsla gofundme will be down after bagholders and noobs buying the ath in this pig while markets crashing adios,19
100311,25/01/2020,TSLA,$TSLA just buying into ER on Wednesday.. 🤭...  you will surely be rewarded,14,tsla just buying into er on wednesday you will surely be rewarded,12
100312,25/01/2020,AAPL,"$AAPL 🎶 Stop, in the name of love 🎶",9,aapl stop in the name of love,7
100313,25/01/2020,DIS,"$DIS This is probably the only stock on the market that somehow finds a way to keep going down, even though the market is closed on the weekend 🤣🤣🤣",29,dis this is probably the only stock on the market that somehow finds a way to keep going down even though the market is closed on the weekend,28
100314,25/01/2020,BA,$BA   So glad I bought more at 303!!  This is still cheap!! We will be back over 400 soon!!🚀,22,ba so glad i bought more at this is still cheap we will be back over soon,17
100315,27/01/2020,AAPL,$AAPL These going to PAY BIGLY tomorrow 😬🤑💰,8,aapl these going to pay bigly tomorrow,7
100316,27/01/2020,AAPL,$AAPL ouch bulls don’t forget to buy the dip lol 🤣😅😂🤣😅😂😅😂😂😂😂🤣😅😅🤣😂🤣😂🤣😂😂🤣😅🤣🤣,11,aapl ouch bulls dont forget to buy the dip lol,10
100317,27/01/2020,AAPL,$AAPL 🤡👉 we are in a 👉GLOBAL RECESSION👈,8,aapl we are in a global recession,7
100318,27/01/2020,AAPL,$AAPL I hope the yolo puts guy gets some payback tomorrow 😂,12,aapl i hope the yolo puts guy gets some payback tomorrow,11
100319,27/01/2020,TSLA,"$TSLA what is built into the stock is increased production from China in q1, probably does NOT happen now. And German factory is not producing cars yet 🤪🙄",28,tsla what is built into the stock is increased production from china in q probably does not happen now and german factory is not producing cars yet,27
100320,27/01/2020,BA,$BA people saying they’re liking “this movement” lol whaat? All i i see is this falling 🔪,17,ba people saying theyre liking this movement lol whaat all i i see is this falling,16
100321,27/01/2020,FB,$FB fb 🚑 may be in trouble get out while you can 📸,13,fb fb may be in trouble get out while you can,11
100322,28/01/2020,TSLA,"$TSLA there'san emergency and you need to go right away, Can you wait for the car to charge? Wait, you have to stop every 200 miles to wait for charging again?? Good luck getting out of Dodge ALIVE...$100 Billion of PURE SILLINESS! 👌😆",43,tsla theresan emergency and you need to go right away can you wait for the car to charge wait you have to stop every miles to wait for charging again good luck getting out of dodge alive billion of pure silliness,41
100323,28/01/2020,AAPL,$AAPL to all the people going off futures to determine the movement tomorrow: LMFAO😂🤣🤣,14,aapl to all the people going off futures to determine the movement tomorrow lmfao,14
100324,28/01/2020,BA,$BA Its as if Ralph Nader renamed  the 737X-Covair. That was a good car 🚙 w/bad press. Here bad ✈️ good press. But GL y’all,26,ba its as if ralph nader renamed the xcovair that was a good car wbad press here bad good press but gl yall,23
100325,28/01/2020,BABA,"$BABA hey 👋 I’m still here no fear, life’s about winning and losing can never win if you don’t lose.  Love a  pop of the 🎈 at open.",30,baba hey im still here no fear lifes about winning and losing can never win if you dont lose love a pop of the at open,26
100326,28/01/2020,BABA,$BABA maybe I should have taken my put profits and ran 🤷🏻‍♂️,12,baba maybe i should have taken my put profits and ran,11
100327,28/01/2020,BABA,$BABA by puts get rich by the end of week 😀,11,baba by puts get rich by the end of week,10
100328,28/01/2020,AAPL,$AAPL Bulls can’t catch a break 😂🤷🏻‍♂️🐻,7,aapl bulls cant catch a break,6
100329,28/01/2020,TSLA,$TSLA scooping in unsuspected bulls in each pop. 🤦🏼‍♂️,9,tsla scooping in unsuspected bulls in each pop,8
100330,28/01/2020,TSLA,$TSLA go down till tomorrow lol😩😩😩,6,tsla go down till tomorrow lol,6
100331,28/01/2020,PFE,$PFE 🤦‍♂️ jnj is all time high,7,pfe jnj is all time high,6
100332,28/01/2020,TSLA,$TSLA what if it falls $300 in the aftermarket tomorrow? 😜 Would be delish,14,tsla what if it falls in the aftermarket tomorrow would be delish,12
100333,28/01/2020,AAPL,"$AAPL 🐻👉 any UPDATE from the Nurse WHISTLEBLOWER in china ...she claimed 90,000 people infected 3 days ago ...what's the real number Now #nursewhistleblower",24,aapl any update from the nurse whistleblower in china she claimed people infected days ago whats the real number now nursewhistleblower,21
100334,28/01/2020,BA,$BA gonna be a 🐻 for this one. Personally Don’t see a good ER coming,15,ba gonna be a for this one personally dont see a good er coming,14
100335,28/01/2020,TSLA,"$TSLA Hahaha silly fools, this gone be at $580 by open you clowns 🤡 🙏🏾✈️🚀🌕💵",15,tsla hahaha silly fools this gone be at by open you clowns,12
100336,28/01/2020,AAPL,$AAPL I love it...bunch of degenerates coming in to roll the 🎲!!!,12,aapl i love itbunch of degenerates coming in to roll the,11
100337,28/01/2020,AAPL,$AAPL Looking forward to ER. Good Luck folks 🤙🍏🚀🚀🚀🚀🚀,9,aapl looking forward to er good luck folks,8
100338,28/01/2020,AAPL,$AAPL Let's see who wins Calls or Puts?,9,aapl lets see who wins calls or puts,8
100339,28/01/2020,AAPL,$AAPL Niles is full panic mode. 😂,7,aapl niles is full panic mode,6
100340,28/01/2020,AAPL,$AAPL buying calls on sale tomorrow 👍🏻👍🏻👍🏻,7,aapl buying calls on sale tomorrow,6
100341,28/01/2020,TSLA,$TSLA   I almost had a heart attack waiting on Apple 🍎 news.  Lol 🚀🚀🚀🚀🚀,17,tsla i almost had a heart attack waiting on apple news lol,12
100342,28/01/2020,BABA,"$BABA if we reclaim support tomorrow on strength I’m covering some of my hedges. No regrets over them, kept me more calm and sleep better. Looks like I may make up all my losses anyways with my calls 👍 back to the top we go",45,baba if we reclaim support tomorrow on strength im covering some of my hedges no regrets over them kept me more calm and sleep better looks like i may make up all my losses anyways with my calls back to the top we go,44
100343,28/01/2020,AAPL,$AAPL I wonder at what price this is gonna open 🤔,11,aapl i wonder at what price this is gonna open,10
100344,28/01/2020,SBUX,$SBUX this earnings release was as exciting as decaffeinated cold brew.,11,sbux this earnings release was as exciting as decaffeinated cold brew,11
100345,29/01/2020,AAPL,"$AAPL nice green apple! long term holdings, put buyers lost again, longer term at the money calls prob did ok here",21,aapl nice green apple long term holdings put buyers lost again longer term at the money calls prob did ok here,21
100346,29/01/2020,TSLA,$TSLA = money maker for me! 🚀🚀🚀✅,7,tsla money maker for me,5
100347,29/01/2020,AMZN,$AMZN - I got in yesterday😍,6,amzn i got in yesterday,5
100348,29/01/2020,TSLA,"$TSLA   get ER tomorrow, run up hard, imo🔥🔥🔥",10,tsla get er tomorrow run up hard imo,8
100349,29/01/2020,AAPL,$AAPL congratulations to the Apple bulls and Longs ! Party tomorrow ! 🔥🔥🔥👏👏🙆‍♂️🕶✨🌟,13,aapl congratulations to the apple bulls and longs party tomorrow,10
100350,29/01/2020,TSLA,$TSLA who's ready for the markets to open up? 🚀📈🤑,10,tsla whos ready for the markets to open up,9
100351,29/01/2020,BA,$BA crash and burn like all the lives you killed!!!!!🔥🔥🔥🔥🔥🔥🔥,10,ba crash and burn like all the lives you killed,10
100352,29/01/2020,BA,$BA good thing they spent all that money on buybacks 😂😂😂,11,ba good thing they spent all that money on buybacks,10
100353,29/01/2020,BA,$BA Keep it up!! When 9:30 comes 👻👻👻👻👻👻,8,ba keep it up when comes,6
100354,29/01/2020,BA,$BA  as I said this is not your year😔 see you at 150$,14,ba as i said this is not your year see you at,12
100355,29/01/2020,BABA,$BABA will smash earnings again like always 🤑,8,baba will smash earnings again like always,7
100356,29/01/2020,BA,$BA I never saw a stock going up after very bad earnings! Welcome to fishy capitalism 😂,17,ba i never saw a stock going up after very bad earnings welcome to fishy capitalism,16
100357,29/01/2020,BA,$BA MMs about to crush this as soon as the Call starts. 30 minutes or less until Gap full at minimum 🥴📉,22,ba mms about to crush this as soon as the call starts minutes or less until gap full at minimum,20
100358,29/01/2020,TSLA,$TSLA the calm before the storm.... for shorties.,8,tsla the calm before the storm for shorties,8
100359,29/01/2020,CVX,$CVX  Only a 🤡 would think this company’s going out of business. I can hardly wait until they report!,20,cvx only a would think this companys going out of business i can hardly wait until they report,18
100360,29/01/2020,AAPL,$AAPL in with a long swing 🌚 $330 target 📈,10,aapl in with a long swing target,7
100361,29/01/2020,AAPL,$AAPL where the bear go!?? Hopefully back to their caves 😆💴✨🤷‍♂️,11,aapl where the bear go hopefully back to their caves,10
100362,29/01/2020,BA,$BA No one panic! File to the exits in an orderly fashion 😂.,13,ba no one panic file to the exits in an orderly fashion,12
100363,29/01/2020,FB,$FB closing in on ATH. Fitty cents more 😎,9,fb closing in on ath fitty cents more,8
100364,29/01/2020,BA,$BA Worst earnings in 20 years and its green 😂😂😂 Only in clown world 🤡🤡🤡,15,ba worst earnings in years and its green only in clown world,12
100365,29/01/2020,V,$V   Some bears coming up with their fake accounts spreading hate ..🤔😂,14,v some bears coming up with their fake accounts spreading hate,11
100366,29/01/2020,AAPL,$AAPL NEWS IS OUT WE GETTING A UPGRADE 🚀🚀🚀🚀,9,aapl news is out we getting a upgrade,8
100367,29/01/2020,TSLA,$TSLA 💪 so 💪 that you didn’t even imagine,9,tsla so that you didnt even imagine,7
100368,29/01/2020,TSLA,"$TSLA market closes above ema21 ( TF:15m ), YES !!! ... maybe green day tomorrow 💪",16,tsla market closes above ema tfm yes maybe green day tomorrow,11
100369,29/01/2020,MSFT,$MSFT smashed it!! 🤑🤑,4,msft smashed it,3
100370,29/01/2020,TSLA,$TSLA lmao Elon killed all the shorties again😂😂😂,8,tsla lmao elon killed all the shorties again,8
100371,29/01/2020,TSLA,"\"$TSLA  wants the throne earnings>  blowout beat and huge guidance. > With \"\"news\"\" close😉 Nice job musk and Tesla team/bulls.\"",22,tsla wants the throne earnings blowout beat and huge guidance with news close nice job musk and tesla teambulls,19
100372,29/01/2020,FB,$FB Buying this dip for sure. It beat! Stop giving your shares cheap 😂,14,fb buying this dip for sure it beat stop giving your shares cheap,13
100373,29/01/2020,TSLA,"$TSLA Who in their right mind would buy PUTS on Tesla 🤣🤣🤣🤦🏻‍♂️🤦🏻‍♂️, $700 by end of next week, $850 by mid to end of February GO TESLA HOLY SHIT!!",29,tsla who in their right mind would buy puts on tesla by end of next week by mid to end of february go tesla holy shit,26
100374,29/01/2020,MSFT,$MSFT 62% growth in Azure and $36.91billion in revenues. $175-180 tomorrow. 🚀🚀,12,msft growth in azure and billion in revenues tomorrow,9
100375,29/01/2020,TSLA,$TSLA *911* what’s your emergency?,5,tsla whats your emergency,4
100376,29/01/2020,TSLA,$TSLA I wish I invested my life savings into this back when I was looking at it in the 200’s 😂😂,21,tsla i wish i invested my life savings into this back when i was looking at it in the s,20
100377,29/01/2020,TSLA,"$TSLA hey, remember that day Tesla went up over 10% after hours on earnings 💪🏻😂",15,tsla hey remember that day tesla went up over after hours on earnings,13
100378,29/01/2020,TSLA,"$TSLA 700 is a magnet, sorry shorts 🧲",8,tsla is a magnet sorry shorts,6
100379,29/01/2020,TSLA,$TSLA Shorties are having another great night! Enjoy 😊 lol,10,tsla shorties are having another great night enjoy lol,9
100380,29/01/2020,TSLA,$TSLA,2,tsla,1
100381,29/01/2020,MSFT,"$MSFT dang, should’ve bought more contracts!!!! 🥳",7,msft dang shouldve bought more contracts,6
100382,29/01/2020,MSFT,"$MSFT I know, just one call. But this is the deepest ITM I’ve ever been with 2+ weeks till expiration 😧",21,msft i know just one call but this is the deepest itm ive ever been with weeks till expiration,19
100383,29/01/2020,TSLA,$TSLA ❤️ did anyone buy the dip! 😊 If you swung into earnings let me know. I’m glad this worked out for us.,24,tsla did anyone buy the dip if you swung into earnings let me know im glad this worked out for us,21
100384,30/01/2020,MSFT,$MSFT $180 is our next stop. Don’t forget to board in the am. 🚀,14,msft is our next stop dont forget to board in the am,12
100385,30/01/2020,TSLA,$TSLA who’s here listening to the call with me? Hahaha I’m guessing none of the so called conviction shorts! Hahaha 😂 you’re missing sooooo much if you aren’t!,28,tsla whos here listening to the call with me hahaha im guessing none of the so called conviction shorts hahaha youre missing sooooo much if you arent,27
100386,30/01/2020,TSLA,$TSLA that $420 is long gone.,7,tsla that is long gone,5
100387,30/01/2020,TSLA,"$TSLA Where ma shorties, raise your hands🙋🏻‍♂️🙋🏻‍♂️🙋🏻‍♂️🙋🏻‍♂️..cmn cmn dont be shy dont be shy!!!🤣🤣🤣........ you just never learned 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤷🏻‍♂️",19,tsla where ma shorties raise your handscmn cmn dont be shy dont be shy you just never learned,18
100388,30/01/2020,AMZN,$AMZN ER with the #s from the best holiday season in Amzn history tomorrow 🤑🤑🤑,15,amzn er with the s from the best holiday season in amzn history tomorrow,14
100389,30/01/2020,FB,"$FB social media like FB will be those few immune to viral attacks, right?🤑🤑🤑🤑🤑🤑🤑",14,fb social media like fb will be those few immune to viral attacks right,14
100390,30/01/2020,TSLA,$TSLA Bulls are in control! Like if you agree!,10,tsla bulls are in control like if you agree,9
100391,30/01/2020,TSLA,$TSLA,2,tsla,1
100392,30/01/2020,TSLA,"$TSLA I’m hoping people hold, I honestly believe this will hit 1000 plus due to fomo this week. But if it doesn’t that’s fine, just wishful thinking ❤️🙏🏼💪🏼☝🏼",28,tsla im hoping people hold i honestly believe this will hit plus due to fomo this week but if it doesnt thats fine just wishful thinking,26
100393,30/01/2020,AMZN,$AMZN Corona virus is a great opportunity to roll out AmazonRX. Best holiday shopping during high consumer confidence season ER will be 👍🏼👍🏼👍🏼,23,amzn corona virus is a great opportunity to roll out amazonrx best holiday shopping during high consumer confidence season er will be,22
100394,30/01/2020,DIS,"$DIS oof, dow futures nearly -200. Where we opening tomorrow 👀",11,dis oof dow futures nearly where we opening tomorrow,9
100395,30/01/2020,DIS,$DIS Ouch markets not looking good.  More pain today - avoid making mistake by jumping in today/ buying/ increasing position.  Will continue to do down today.  🛑🛑🛑⚠️⚠️⚠️,30,dis ouch markets not looking good more pain today avoid making mistake by jumping in today buying increasing position will continue to do down today,25
100396,30/01/2020,MSFT,$MSFT locking profits in at open. Will definitely be back though. This is a beaut for anyone portfolio. 🤑🔮,19,msft locking profits in at open will definitely be back though this is a beaut for anyone portfolio,18
100397,30/01/2020,MSFT,$MSFT so volatile. Kind of like it as long as it goes the right direction 👌✅☝️,16,msft so volatile kind of like it as long as it goes the right direction,15
100398,30/01/2020,TSLA,$TSLA Flying ... DON’T GET LEFT BEHIND 🔥🌍,8,tsla flying dont get left behind,6
100399,30/01/2020,FB,$FB bought 206. Thanks! I hate the company but love making money. 🤣,13,fb bought thanks i hate the company but love making money,11
100400,30/01/2020,BABA,$BABA just buy calls out months. Not days. You complain about losing money on weekly lottos but who’s fault is that? Do research. Every outbreak has s&p way up 6 months from now. So buy out months and you will be rolling in 💰,44,baba just buy calls out months not days you complain about losing money on weekly lottos but whos fault is that do research every outbreak has sp way up months from now so buy out months and you will be rolling in,42
100401,30/01/2020,TSLA,$TSLA  this stock is a beautiful instrument to day trade🤑🤑🤑 but certainly not to.  “invest” not at these levels. They sold 360k+ cars or something idk who cares,30,tsla this stock is a beautiful instrument to day trade but certainly not to invest not at these levels they sold k cars or something idk who cares,28
100402,30/01/2020,PYPL,$PYPL On the cusp of turning green. That's what you can Wallstreet gangster style!! 👊😘🤑💎,15,pypl on the cusp of turning green thats what you can wallstreet gangster style,14
100403,30/01/2020,TSLA,$TSLA I am only going to say this once. STOP shorting Tesla. 🤣,13,tsla i am only going to say this once stop shorting tesla,12
100404,30/01/2020,AMZN,"$AMZN numbers will be great, the only thing I’m uncertain about is the AWS growth 🤔 let’s see",18,amzn numbers will be great the only thing im uncertain about is the aws growth lets see,17
100405,30/01/2020,AAPL,$AAPL Scared of the sniffys?😱🤭🤣😂😂 cdc says to not even wear masks.. go get a flu shot,17,aapl scared of the sniffys cdc says to not even wear masks go get a flu shot,17
100406,30/01/2020,MSFT,"$MSFT Today another Black Monday, tomorrow a Good Friday ! 😀",11,msft today another black monday tomorrow a good friday,9
100407,30/01/2020,TSLA,$TSLA time for $700 closing tomorrow for a strong monthly close. 💪,12,tsla time for closing tomorrow for a strong monthly close,10
100408,30/01/2020,BABA,$BABA WHO: this is an emergency 🚨🚨🚨,7,baba who this is an emergency,6
100409,30/01/2020,AMZN,$AMZN the climb upwards is steady 👀📈...$1975 - $2020 is the goal!,12,amzn the climb upwards is steady is the goal,9
100410,30/01/2020,AMZN,$AMZN incredible. If this holds up my 2/21 call will pay nicely. Congrats bulls! 💥💥🤘,15,amzn incredible if this holds up my call will pay nicely congrats bulls,13
100411,30/01/2020,AMZN,$AMZN why did I sell my calls and only hold shares 🤦🏻‍♂️ 🍻 gain is a gain though!,18,amzn why did i sell my calls and only hold shares gain is a gain though,16
100412,30/01/2020,AMZN,$AMZN $2500 To Da Moon SOON! WOW! 🤙💥🚀🚀🚀,8,amzn to da moon soon wow,6
100413,30/01/2020,AMZN,$AMZN The real question here all along was do you Trust Jeff Bezos to bring his A game or thought he would be distracted by his divorce and New Hollywood lifestyle. In Bezos we Trust on the stock certificate 😁💰✌️,40,amzn the real question here all along was do you trust jeff bezos to bring his a game or thought he would be distracted by his divorce and new hollywood lifestyle in bezos we trust on the stock certificate,39
100414,30/01/2020,TSLA,$TSLA who's ready for another upgrade🤗,6,tsla whos ready for another upgrade,6
100415,30/01/2020,AMZN,$AMZN   I cant handle this!!!   Yesterday Tesla now this!!!!🕺,13,amzn i cant handle this yesterday tesla now this,9
100416,30/01/2020,AMZN,"\"$AMZN 🐂 Congrats Bulls! Always remwber: “The stock market is a device for transferring money from the impatient to the patient.\"\" - Warren Buffett.\"",24,amzn congrats bulls always remwber the stock market is a device for transferring money from the impatient to the patient warren buffett,22
100417,30/01/2020,V,$V looking to add shares for swing am. 🇺🇸💰,9,v looking to add shares for swing am,8
100418,30/01/2020,AMZN,$AMZN congrats bulls on good earnings! Make that 💰,9,amzn congrats bulls on good earnings make that,8
100419,30/01/2020,DIS,$DIS put open interest gonna help fuel the run tmrro ! Amazon beat was the key 🔑 to ignition ! Green market day tmrro,24,dis put open interest gonna help fuel the run tmrro amazon beat was the key to ignition green market day tmrro,21
100420,30/01/2020,AMZN,$AMZN This is where patience pays off to loyal longs. Been holding the common stock for over 6 years and will continue to do so for the next 20 years. Congrats longs 🥂😊💫,33,amzn this is where patience pays off to loyal longs been holding the common stock for over years and will continue to do so for the next years congrats longs,30
100421,30/01/2020,AMZN,"$AMZN 2035 weeklies added at 1.20, how much will it be tomorrow? Asking for a friend...although he already knows the answer🤑",21,amzn weeklies added at how much will it be tomorrow asking for a friendalthough he already knows the answer,19
100422,30/01/2020,DIS,$DIS  what do you guys think ? 🚀🚀🚀,9,dis what do you guys think,6
100423,31/01/2020,AMZN,$AMZN bull selling to pump,5,amzn bull selling to pump,5
100424,31/01/2020,FB,$FB major upgrade but it sinks... big boys tried to prop up so they can take their money off the table...horrible...no real factor to buy...no real product.  Gets paid only off adds. Peace of shhhh..💩... has been in same range since last ER...,44,fb major upgrade but it sinks big boys tried to prop up so they can take their money off the tablehorribleno real factor to buyno real product gets paid only off adds peace of shhhh has been in same range since last er,43
100425,31/01/2020,AMZN,$AMZN lock in profits in the AM or wait for bigger move with 2.5 months to expiration. 🤔,18,amzn lock in profits in the am or wait for bigger move with months to expiration,16
100426,31/01/2020,DIS,$DIS still trending at this hour 🤔,7,dis still trending at this hour,6
100427,31/01/2020,V,"$V it was in company’s best interest to move a price down , they are planning to buy back shares 🤨",21,v it was in companys best interest to move a price down they are planning to buy back shares,19
100428,31/01/2020,TSLA,$TSLA paid $5 for the $1000 calls don’t judge 🤣😂🤣😂,10,tsla paid for the calls dont judge,7
100429,31/01/2020,MSFT,$MSFT MAGA controls around 5 Trillion together... Amazing America💪,9,msft maga controls around trillion together amazing america,8
100430,31/01/2020,TSLA,$TSLA Elon changed his name to E.D.M. It’s happy Elon time. Funny CEO 👨‍💼 I’d be happy too if I was him!,22,tsla elon changed his name to edm its happy elon time funny ceo id be happy too if i was him,21
100431,31/01/2020,FB,$FB enjoy bears 🐻 bulls have been eating for centuries now LOL,12,fb enjoy bears bulls have been eating for centuries now lol,11
100432,31/01/2020,AMZN,"$AMZN dip bot Bears gonna have no day here and, you're foolish if you put here 🧐",17,amzn dip bot bears gonna have no day here and youre foolish if you put here,16
100433,31/01/2020,NFLX,$NFLX Netflix is gonna run today but hesitant to hold calls over the weekend. 🤷🏼‍♂️🤷🏼‍♂️,15,nflx netflix is gonna run today but hesitant to hold calls over the weekend,14
100434,31/01/2020,AMZN,$AMZN I’m going to be up 35k$ ☺️☺️☺️☺️,8,amzn im going to be up k,7
100435,31/01/2020,AMZN,$AMZN Good thing none of the big firms haven’t given this an outperform or buy....😂,15,amzn good thing none of the big firms havent given this an outperform or buy,15
100436,31/01/2020,DIS,$DIS 138$ bounce and 158$ is my target 🎯,9,dis bounce and is my target,6
100437,31/01/2020,TSLA,$TSLA bears went to a separate chat room! 🤣,9,tsla bears went to a separate chat room,8
100438,31/01/2020,AMZN,$AMZN Highest single gain in 2020 with my calls. Sold at open. Starting the weekend early and ending the week deep in the green 📈📈,25,amzn highest single gain in with my calls sold at open starting the weekend early and ending the week deep in the green,23
100439,31/01/2020,AMZN,"$AMZN there was lots of uncertainty about Amazon, sidelines finally jumping back in. More will come next week when virus fears get dampened. This is ultimately headed to 3k. Has a love hate hx now swaying back to love 👍",40,amzn there was lots of uncertainty about amazon sidelines finally jumping back in more will come next week when virus fears get dampened this is ultimately headed to k has a love hate hx now swaying back to love,39
100440,31/01/2020,FB,$FB close at $199 cuz of the panic!🐻🐨🐻🐨🐻🐨🐻,8,fb close at cuz of the panic,7
100441,31/01/2020,AAPL,$AAPL Bulls believing the Corona virus 🦠 is a market hoax,11,aapl bulls believing the corona virus is a market hoax,10
100442,31/01/2020,TSLA,"$TSLA fair value $700-800, all she needs is future quarters for this year with expected positive EPS 👍 keep buying",20,tsla fair value all she needs is future quarters for this year with expected positive eps keep buying,18
100443,31/01/2020,TSLA,$TSLA Dow getting crushed yet TSLA holding steady. 👏,9,tsla dow getting crushed yet tsla holding steady,8
100444,31/01/2020,BABA,"$BABA die AH, you would drop 5% on Monday anyway as soon as the China markets open 🤑🤑🤑🤑🤑",18,baba die ah you would drop on monday anyway as soon as the china markets open,16
100445,31/01/2020,AAPL,$AAPL tfw u get a text that changes your life🥺,10,aapl tfw u get a text that changes your life,10
100446,31/01/2020,TSLA,"\"$TSLA Lets close \"\"Comfortably\"\" over $650 shall we? 😂\"",9,tsla lets close comfortably over shall we,7
100447,31/01/2020,BABA,$BABA so there’s actually 90k people sick in China?? 😷,10,baba so theres actually k people sick in china,9
100448,31/01/2020,MCD,$MCD my condolences to those holding over the weekend! 😷,10,mcd my condolences to those holding over the weekend,9
100449,31/01/2020,JPM,$JPM what huge dump!!! very disappointed 😔 lost money hoping market get better,13,jpm what huge dump very disappointed lost money hoping market get better,12
100450,31/01/2020,TSLA,$TSLA Lets see short % at 5 before any pullbacks 🤑🤑🤑🤑🤑🤑🤑,11,tsla lets see short at before any pullbacks,8
100451,31/01/2020,AAPL,"$AAPL i don’t normally do puts, but when i do, i do it when there’s a virus pandemic. 🧔🏼",19,aapl i dont normally do puts but when i do i do it when theres a virus pandemic,18
